Employee_ID,Department,Job_Role,Gender,Age,Experience_Years,Monthly_Salary,Performance_Rating,Work_Hours_Per_Week,Training_Hours,Attrition,Job_Satisfaction
EMP00378,HR,Executive,Male,28,6,143573.05,3,32,65,No,5
EMP00379,Sales,Executive,Male,44,29,103783.18,3,36,88,Yes,2
EMP00380,HR,Analyst,Female,47,5,144045.17,4,38,65,No,3
EMP00381,Marketing,Analyst,Female,45,12,169123.42,2,36,28,No,4
EMP00382,Marketing,Manager,Male,39,26,70817.11,1,68,21,Yes,4
EMP00383,IT,Analyst,Male,49,9,188361.28,5,35,73,Yes,4
EMP00384,HR,Developer,Female,54,12,51952.03,1,43,85,No,5
EMP00385,Finance,Analyst,Male,36,23,94637.11,2,41,41,No,4
EMP00386,HR,Manager,Male,53,4,28836.48,3,42,99,Yes,5
EMP00387,HR,Analyst,Male,38,6,98965.33,3,43,33,No,2
EMP00388,Marketing,Executive,Female,27,9,73275.54,3,68,65,No,3
EMP00389,HR,Analyst,Male,39,27,32262.51,3,55,54,No,5
EMP00390,HR,Manager,Female,25,15,191027.34,3,45,6,No,5
EMP00391,Finance,Analyst,Male,30,12,136540.64,3,66,8,No,4
EMP00392,HR,Manager,Male,28,16,94661.01,3,51,25,No,3
EMP00393,IT,Analyst,Male,22,13,21004.19,4,50,56,No,1
EMP00394,Marketing,Developer,Female,36,3,62806.47,4,54,75,No,1
EMP00395,Finance,Consultant,Male,35,28,102875.36,2,58,13,No,1
EMP00396,Sales,Analyst,Female,45,12,114425.1,4,31,66,No,1
EMP00397,Finance,Consultant,Male,25,19,93985.58,5,68,78,No,3
EMP00398,IT,Executive,Male,45,27,36740.45,4,30,25,No,4
EMP00399,Sales,Developer,Female,44,7,157371.64,1,56,58,No,3
EMP00400,IT,Manager,Female,45,18,28570.78,3,56,8,Yes,5
EMP00401,Marketing,Manager,Female,50,8,101657.68,1,58,27,No,5
EMP00402,Marketing,Manager,Female,53,0,149306.21,2,40,35,No,5
EMP00403,Marketing,Executive,Female,38,10,77807.44,5,59,57,No,5
EMP00404,Finance,Analyst,Female,26,16,21759.12,2,32,87,No,4
EMP00405,IT,Developer,Female,54,12,134530.45,5,56,9,No,2
EMP00406,Finance,Manager,Female,23,7,52037.75,4,56,4,No,5
EMP00407,IT,Developer,Female,55,8,80541.95,5,31,39,No,1
EMP00408,Finance,Analyst,Female,52,23,100975.17,2,48,16,No,2
EMP00409,IT,Analyst,Female,39,7,95861.46,1,53,84,No,4
EMP00410,HR,Executive,Female,52,12,48886.99,3,35,95,No,4
EMP00411,Marketing,Analyst,Female,32,26,50507.48,5,30,20,No,2
EMP00412,Marketing,Developer,Female,58,0,163134.33,1,54,94,No,4
EMP00413,Marketing,Developer,Male,50,1,80745.97,3,47,5,No,2
EMP00414,Marketing,Developer,Male,25,24,30112.54,5,52,77,No,3
EMP00415,Marketing,Executive,Female,58,23,121761.33,1,62,58,No,5
EMP00416,HR,Manager,Female,34,3,164899.29,3,64,34,No,2
EMP00417,Marketing,Manager,Female,29,4,80109.74,2,51,62,No,5
EMP00418,IT,Manager,Male,49,29,82269.79,3,42,81,Yes,2
EMP00419,HR,Consultant,Female,30,17,70606.65,5,52,46,No,4
EMP00420,Sales,Developer,Male,37,11,103678.5,2,64,62,No,1
EMP00421,HR,Executive,Female,30,26,69282.21,5,53,71,Yes,3
EMP00422,Finance,Developer,Male,48,13,117159.23,4,61,30,No,2
EMP00423,IT,Executive,Male,31,14,76204.0,2,31,83,No,4
EMP00424,IT,Executive,Male,43,8,126404.13,5,60,40,Yes,5
EMP00425,Marketing,Analyst,Female,54,29,171680.21,1,60,71,Yes,3
EMP00426,HR,Analyst,Female,50,9,180177.94,1,48,15,No,1
EMP00427,IT,Manager,Male,48,17,120466.24,1,40,79,No,3
EMP00428,Sales,Analyst,Male,38,11,179777.84,2,55,94,Yes,4
EMP00429,Sales,Developer,Male,34,16,198593.34,1,61,3,Yes,4
EMP00430,IT,Manager,Female,41,21,90774.8,2,60,53,Yes,4
EMP00431,Finance,Consultant,Male,24,8,38545.94,4,47,63,No,3
EMP00432,IT,Manager,Male,35,22,192407.25,3,49,21,Yes,2
EMP00433,IT,Consultant,Female,50,19,89824.24,5,61,54,No,1
EMP00434,Finance,Manager,Male,32,28,38549.88,3,36,82,No,2
EMP00435,Marketing,Analyst,Male,27,3,124631.21,1,45,78,Yes,5
EMP00436,Marketing,Analyst,Male,39,22,28811.85,3,56,5,No,1
EMP00437,IT,Executive,Female,24,5,35979.71,5,42,7,No,5
EMP00438,Marketing,Consultant,Male,56,7,144713.08,5,64,12,Yes,4
EMP00439,Marketing,Analyst,Male,46,23,68781.07,1,43,8,No,5
EMP00440,Finance,Executive,Male,35,25,186496.0,1,44,16,No,3
EMP00441,IT,Manager,Female,36,15,156473.01,3,38,37,No,4
EMP00442,Sales,Executive,Female,36,17,196383.7,4,43,17,No,1
EMP00443,Marketing,Consultant,Male,46,10,128435.23,1,44,16,No,1
EMP00444,Finance,Manager,Male,34,19,168948.65,5,55,79,Yes,3
EMP00445,HR,Analyst,Male,33,17,196468.46,3,42,67,Yes,4
EMP00446,Marketing,Executive,Female,26,0,52279.81,1,57,92,No,2
EMP00447,HR,Analyst,Male,46,8,102224.41,5,54,78,No,3
EMP00448,IT,Manager,Male,30,24,199949.55,3,38,66,No,3
EMP00449,Finance,Executive,Female,41,21,50643.8,2,44,53,No,3
EMP00450,HR,Developer,Female,32,19,197450.58,5,56,85,No,3
EMP00451,Finance,Consultant,Female,58,3,28175.27,5,45,6,Yes,2
EMP00452,Marketing,Developer,Female,24,8,123252.62,3,55,41,Yes,2
EMP00453,IT,Executive,Female,58,25,71513.79,3,64,47,No,1
EMP00454,Marketing,Developer,Male,51,23,45066.26,5,45,40,No,2
EMP00455,Finance,Developer,Female,40,9,164999.06,2,45,15,No,1
EMP00456,HR,Developer,Male,21,23,166890.71,4,56,50,No,3
EMP00457,Finance,Analyst,Female,34,11,93118.0,3,65,9,No,4
EMP00458,Marketing,Analyst,Female,54,17,192472.6,3,47,11,No,3
EMP00459,Marketing,Consultant,Female,30,26,154421.6,2,51,19,No,4
EMP00460,Finance,Executive,Female,36,12,162212.05,1,30,32,No,1
EMP00461,Sales,Manager,Male,59,11,160923.89,2,58,96,Yes,3
EMP00462,HR,Executive,Female,33,20,159227.69,4,47,41,No,5
EMP00463,Finance,Analyst,Male,30,11,75168.93,2,34,99,No,1
EMP00464,Marketing,Developer,Female,25,20,95180.18,1,47,81,No,3
EMP00465,Finance,Executive,Female,34,7,68992.86,2,55,38,Yes,3
EMP00466,HR,Analyst,Female,21,18,79664.65,5,43,13,No,4
EMP00467,Finance,Executive,Female,34,6,95655.1,4,52,58,No,3
EMP00468,HR,Developer,Male,31,7,69525.66,1,47,57,Yes,3
EMP00469,Finance,Analyst,Female,59,29,36518.67,1,58,42,Yes,1
EMP00470,Finance,Consultant,Female,33,29,42333.25,2,52,32,No,3
EMP00471,IT,Consultant,Male,34,27,95060.77,5,41,88,No,4
EMP00472,Sales,Manager,Male,37,8,29901.72,5,44,14,No,2
EMP00473,Sales,Consultant,Female,26,9,129560.76,1,40,28,No,3
EMP00474,HR,Consultant,Female,47,20,140603.54,3,32,2,Yes,1
EMP00475,Finance,Executive,Male,21,20,46233.36,2,50,68,No,2
EMP00476,Finance,Manager,Female,44,16,59481.15,1,45,66,No,4
EMP00477,HR,Consultant,Male,28,5,28836.79,3,37,3,Yes,4
EMP00478,Marketing,Manager,Male,51,20,87219.0,1,51,73,Yes,1
EMP00479,IT,Executive,Male,37,29,71525.01,4,62,5,Yes,5
EMP00480,HR,Developer,Male,21,16,183974.96,1,50,36,No,2
EMP00481,Marketing,Manager,Female,48,22,132125.81,5,53,82,No,1
EMP00482,Marketing,Consultant,Female,30,27,21091.4,5,35,40,No,2
EMP00483,HR,Analyst,Female,42,29,117564.68,3,39,18,No,2
EMP00484,Sales,Executive,Female,39,21,42556.82,2,42,59,No,2
EMP00485,IT,Analyst,Male,51,22,71541.27,5,55,41,No,2
EMP00486,Finance,Executive,Male,38,9,64562.25,3,44,34,No,2
EMP00487,HR,Developer,Male,42,20,96522.24,5,60,89,No,4
EMP00488,HR,Developer,Female,45,28,34389.6,5,69,43,Yes,3
EMP00489,IT,Executive,Male,32,27,135181.72,3,49,54,No,5
EMP00490,Marketing,Consultant,Male,29,9,67587.71,2,53,31,No,2
EMP00491,Marketing,Analyst,Male,46,4,110677.08,4,42,20,Yes,5
EMP00492,Marketing,Developer,Female,51,3,70650.04,3,69,65,No,1
EMP00493,IT,Developer,Male,32,2,148502.31,5,38,92,No,2
EMP00494,HR,Developer,Female,21,22,105776.7,2,37,29,No,5
EMP00495,Marketing,Analyst,Female,32,11,175435.22,4,64,41,No,4
EMP00496,Finance,Developer,Male,47,22,95430.36,2,64,42,No,4
EMP00497,HR,Consultant,Male,57,14,46631.06,3,38,57,No,3
EMP00498,Sales,Consultant,Male,53,26,70572.58,5,43,49,No,5
EMP00499,Finance,Executive,Male,42,1,88638.55,5,63,96,No,1
EMP00500,HR,Developer,Male,49,20,165106.68,1,52,48,Yes,2
EMP00501,Marketing,Executive,Male,41,22,99670.82,4,69,88,No,1
EMP00502,Finance,Consultant,Female,51,26,115452.82,3,39,24,No,3
EMP00503,Sales,Developer,Male,34,29,125962.88,2,35,76,No,4
EMP00504,Marketing,Analyst,Female,56,8,41425.58,1,35,47,No,2
EMP00505,HR,Manager,Male,25,18,118232.2,1,52,80,No,3
EMP00506,Sales,Analyst,Male,28,19,146174.11,2,35,18,No,1
EMP00507,IT,Consultant,Female,34,3,180446.65,5,56,41,No,4
EMP00508,Sales,Developer,Male,48,19,96900.4,1,64,48,No,5
EMP00509,Sales,Analyst,Female,24,8,125601.72,5,58,76,No,1
EMP00510,IT,Developer,Female,21,28,42771.62,5,64,21,Yes,4
EMP00511,HR,Consultant,Male,39,0,184183.09,2,62,79,Yes,4
EMP00512,Marketing,Executive,Male,23,0,155383.03,2,57,82,No,5
EMP00513,Marketing,Developer,Male,52,29,144941.85,5,51,62,No,3
EMP00514,Sales,Consultant,Female,30,8,130233.74,4,63,8,No,2
EMP00515,Marketing,Manager,Male,33,1,197581.48,5,63,57,No,1
EMP00516,Marketing,Consultant,Male,45,5,142102.42,4,62,79,Yes,1
EMP00517,Marketing,Analyst,Female,25,4,162199.8,2,44,68,No,1
EMP00518,Finance,Consultant,Male,59,2,125248.86,3,67,94,No,3
EMP00519,Sales,Executive,Male,45,19,191891.32,5,52,68,No,2
EMP00520,HR,Analyst,Male,50,10,196538.88,4,51,12,No,1
EMP00521,Marketing,Consultant,Female,22,5,61003.67,2,32,62,No,1
EMP00522,Sales,Developer,Male,41,26,144634.37,5,68,52,No,4
EMP00523,Finance,Manager,Male,34,23,160848.33,2,65,85,No,3
EMP00524,Sales,Analyst,Male,42,12,149964.65,4,64,73,No,4
EMP00525,IT,Manager,Male,23,18,58754.81,3,53,1,No,3
EMP00526,IT,Developer,Female,43,18,161257.57,4,64,67,Yes,5
EMP00527,Marketing,Analyst,Male,43,18,22141.86,3,50,7,No,5
EMP00528,Finance,Developer,Female,50,13,107584.99,5,53,69,No,2
EMP00529,Sales,Manager,Male,39,15,97923.53,4,59,53,No,2
EMP00530,Finance,Executive,Female,56,3,135059.96,4,39,26,No,5
EMP00531,IT,Developer,Male,57,25,85828.81,1,47,28,No,5
EMP00532,Finance,Executive,Male,42,1,26249.01,5,69,41,No,5
EMP00533,IT,Developer,Male,57,16,173778.17,2,52,16,Yes,4
EMP00534,HR,Developer,Female,25,13,149052.09,2,41,75,No,3
EMP00535,Sales,Manager,Female,39,7,116139.33,3,64,71,No,2
EMP00536,IT,Consultant,Male,25,11,157736.0,5,44,3,Yes,5
EMP00537,HR,Developer,Male,56,6,32880.15,5,34,38,No,5
EMP00538,IT,Executive,Male,51,7,164428.94,3,44,31,No,4
EMP00539,IT,Manager,Male,55,8,73544.92,2,61,25,No,3
EMP00540,HR,Developer,Male,52,27,160936.04,3,68,27,Yes,4
EMP00541,Sales,Developer,Male,21,18,164712.51,4,61,27,No,5
EMP00542,HR,Manager,Male,54,21,59703.18,4,69,35,No,5
EMP00543,Marketing,Executive,Male,24,4,181621.43,5,56,45,No,1
EMP00544,Sales,Consultant,Female,32,8,188988.14,2,63,92,No,4
EMP00545,Marketing,Manager,Female,24,2,151292.2,5,59,70,Yes,2
EMP00546,IT,Executive,Male,24,9,130264.96,5,53,70,No,4
EMP00547,IT,Manager,Female,33,8,91552.03,5,69,88,No,2
EMP00548,Sales,Analyst,Male,33,13,142808.32,3,51,8,No,2
EMP00549,HR,Executive,Male,32,10,27975.6,1,35,61,Yes,2
EMP00550,HR,Manager,Female,38,16,64927.33,4,54,3,No,4
EMP00551,IT,Executive,Male,33,12,105418.15,1,42,44,No,2
EMP00552,Finance,Developer,Male,50,14,187896.89,4,55,38,No,4
EMP00553,Finance,Developer,Female,52,2,83769.51,4,43,8,No,4
EMP00554,HR,Consultant,Male,51,8,128130.15,3,56,30,No,2
EMP00555,IT,Manager,Male,34,14,88980.5,2,50,76,No,4
EMP00556,IT,Developer,Male,50,5,141064.03,4,68,50,Yes,5
EMP00557,IT,Executive,Female,38,1,144121.19,5,66,75,No,2
EMP00558,HR,Manager,Female,54,11,164800.41,2,68,56,No,1
EMP00559,Sales,Consultant,Female,33,16,162870.31,5,69,3,No,4
EMP00560,Marketing,Executive,Female,40,20,43417.21,1,58,3,Yes,3
EMP00561,Finance,Consultant,Male,27,15,21508.09,4,68,54,No,5
EMP00562,IT,Manager,Male,57,24,166486.23,2,64,75,No,5
EMP00563,Finance,Analyst,Female,56,19,105379.67,3,62,50,No,3
EMP00564,Marketing,Analyst,Female,27,12,67217.26,3,33,57,No,2
EMP00565,Finance,Analyst,Female,23,1,59972.14,2,65,42,No,2
EMP00566,Finance,Developer,Male,21,29,187767.52,4,68,10,No,2
EMP00567,Marketing,Executive,Male,54,20,109245.19,3,47,0,Yes,4
EMP00568,Marketing,Analyst,Female,33,27,35497.32,4,54,32,No,5
EMP00569,IT,Developer,Male,49,14,74682.04,4,38,32,Yes,2
EMP00570,HR,Executive,Female,38,6,29006.73,3,57,19,No,1
EMP00571,Sales,Analyst,Male,24,28,45650.11,1,65,58,Yes,5
EMP00572,IT,Consultant,Male,41,13,46436.39,1,45,61,No,3
EMP00573,IT,Executive,Female,34,23,20714.37,1,33,21,No,3
EMP00574,Marketing,Analyst,Male,51,1,63253.71,1,33,38,Yes,3
EMP00575,IT,Manager,Male,22,25,42262.29,4,30,64,No,4
EMP00576,Sales,Developer,Female,31,19,164130.31,4,55,59,No,2
EMP00577,Finance,Executive,Female,36,1,192514.7,1,46,63,No,2
EMP00578,HR,Analyst,Male,28,24,149564.95,5,46,30,No,2
EMP00579,HR,Developer,Male,37,29,57925.31,2,36,91,No,3
EMP00580,Marketing,Developer,Male,49,4,58962.51,2,59,36,No,3
EMP00581,IT,Analyst,Female,24,16,163737.87,1,31,86,No,3
EMP00582,Sales,Developer,Female,58,8,96866.85,5,47,70,No,4
EMP00583,IT,Manager,Female,34,13,169059.56,3,36,98,No,2
EMP00584,Marketing,Manager,Female,24,16,192708.62,1,56,27,No,4
EMP00585,Marketing,Manager,Female,39,26,88919.93,3,59,10,Yes,4
EMP00586,Sales,Executive,Female,27,17,115694.03,2,40,71,No,3
EMP00587,IT,Executive,Male,28,19,111851.82,2,33,85,No,5
EMP00588,IT,Executive,Female,33,12,97748.84,4,31,43,No,4
EMP00589,Sales,Manager,Male,59,5,121840.44,1,63,89,No,5
EMP00590,Marketing,Consultant,Male,54,25,137048.77,2,61,28,No,3
EMP00591,Marketing,Executive,Female,58,12,83307.14,1,43,13,Yes,4
EMP00592,IT,Developer,Male,41,17,25150.7,4,34,98,No,5
EMP00593,Finance,Manager,Female,50,23,181066.92,2,33,70,No,2
EMP00594,Sales,Executive,Female,36,15,70327.66,2,62,67,Yes,5
EMP00595,Sales,Manager,Female,52,24,173697.16,3,40,22,Yes,5
EMP00596,Finance,Analyst,Male,42,11,32190.5,4,42,59,Yes,4
EMP00597,IT,Manager,Male,36,18,57996.38,3,67,9,Yes,5
EMP00598,Marketing,Developer,Male,44,4,105348.85,5,66,42,No,2
EMP00599,Sales,Developer,Female,25,17,72569.96,2,47,44,No,4
EMP00600,IT,Consultant,Female,36,19,122593.2,1,39,55,No,4
EMP00601,HR,Executive,Female,30,19,91584.55,2,59,82,Yes,4
EMP00602,Marketing,Consultant,Female,43,27,64037.91,2,45,30,No,5
EMP00603,Finance,Consultant,Male,38,4,40371.86,5,35,52,Yes,2
EMP00604,HR,Analyst,Male,24,13,75580.01,5,64,79,Yes,2
EMP00605,Sales,Developer,Female,59,25,131573.11,1,30,86,Yes,2
EMP00606,Sales,Consultant,Male,25,27,137038.6,3,63,21,No,1
EMP00607,Marketing,Executive,Male,40,8,99933.93,4,35,25,No,2
EMP00608,Marketing,Executive,Male,45,22,137548.45,5,53,73,Yes,5
EMP00609,IT,Developer,Male,47,12,126246.95,3,68,85,No,1
EMP00610,Marketing,Developer,Female,44,18,71454.68,4,51,62,No,3
EMP00611,HR,Manager,Female,28,3,172190.9,3,45,77,No,2
EMP00612,Finance,Analyst,Female,45,11,84489.55,4,43,26,No,4
EMP00613,Marketing,Manager,Male,27,14,131892.48,2,45,20,No,3
EMP00614,Sales,Consultant,Male,46,26,111557.13,2,33,53,No,5
EMP00615,Sales,Consultant,Female,23,15,181963.73,3,54,33,No,1
EMP00616,Finance,Consultant,Female,49,0,66694.13,3,54,46,Yes,2
EMP00617,Sales,Analyst,Male,23,12,95479.3,3,39,16,No,3
EMP00618,IT,Executive,Female,48,2,195835.91,2,46,90,No,2
EMP00619,Marketing,Analyst,Female,28,27,148393.92,3,50,29,No,2
EMP00620,HR,Developer,Female,44,11,105463.54,2,42,25,No,2
EMP00621,Marketing,Developer,Male,23,18,77091.94,3,52,81,No,1
EMP00622,Sales,Developer,Male,44,20,112282.99,2,69,81,No,3
EMP00623,IT,Executive,Male,29,16,165061.73,4,37,67,No,1
EMP00624,Finance,Analyst,Female,21,25,113483.3,2,55,84,Yes,2
EMP00625,IT,Developer,Female,25,14,107891.38,2,41,1,Yes,5
EMP00626,Finance,Consultant,Female,48,9,44637.51,4,44,80,No,3
EMP00627,IT,Developer,Female,45,7,44531.65,3,48,17,No,3
EMP00628,Marketing,Manager,Female,53,24,80919.37,5,51,30,No,3
EMP00629,Finance,Developer,Male,52,8,31536.35,4,68,40,No,2
EMP00630,Finance,Executive,Male,59,12,198599.49,2,43,41,Yes,3
EMP00631,Sales,Executive,Male,37,16,115836.0,5,55,80,No,3
EMP00632,HR,Executive,Male,44,17,31276.36,3,36,51,No,5
EMP00633,Finance,Consultant,Female,39,6,170498.18,4,54,42,Yes,4
EMP00634,Finance,Developer,Female,29,8,22291.62,2,33,21,Yes,3
EMP00635,IT,Analyst,Male,38,16,61195.37,5,45,90,No,1
EMP00636,HR,Consultant,Female,55,26,139170.66,4,33,52,No,3
EMP00637,Finance,Consultant,Male,42,25,153566.76,1,48,50,No,2
EMP00638,HR,Manager,Male,41,3,44346.32,5,48,26,Yes,5
EMP00639,Finance,Executive,Male,21,11,199979.0,5,63,60,No,2
EMP00640,HR,Executive,Female,52,2,23902.9,4,41,52,No,4
EMP00641,Sales,Manager,Female,50,22,106041.27,3,57,29,No,2
EMP00642,Finance,Analyst,Male,31,7,184580.0,1,32,48,No,3
EMP00643,Sales,Executive,Female,26,21,31602.65,2,38,82,No,1
EMP00644,Marketing,Analyst,Female,29,25,37381.0,1,54,31,Yes,3
EMP00645,Finance,Manager,Female,30,6,72397.96,1,39,39,No,5
EMP00646,Finance,Manager,Male,37,13,192974.42,2,45,25,Yes,1
EMP00647,Sales,Analyst,Male,40,0,194833.79,2,34,60,Yes,2
EMP00648,Sales,Executive,Male,47,5,29588.36,5,68,51,Yes,4
EMP00649,Sales,Executive,Female,49,6,141849.79,1,69,84,No,2
EMP00650,Sales,Analyst,Female,38,24,24165.91,5,43,2,No,5
EMP00651,Finance,Analyst,Female,34,29,29984.22,3,33,26,No,5
EMP00652,HR,Manager,Male,29,14,94336.04,5,36,95,No,1
EMP00653,IT,Consultant,Male,24,8,104996.4,1,37,69,No,1
EMP00654,Marketing,Manager,Male,54,29,98656.77,2,57,19,No,4
EMP00655,IT,Manager,Female,36,12,81883.89,1,36,22,No,3
EMP00656,HR,Executive,Female,30,2,88045.29,4,64,66,No,2
EMP00657,Marketing,Analyst,Male,55,11,176269.08,2,40,91,No,5
EMP00658,HR,Consultant,Male,59,12,67218.9,4,66,85,No,3
EMP00659,Sales,Developer,Male,36,21,68214.9,1,65,41,No,5
EMP00660,Finance,Analyst,Male,54,9,145463.29,1,46,4,No,3
EMP00661,HR,Analyst,Male,28,28,170956.87,1,66,7,No,2
EMP00662,Marketing,Executive,Female,54,13,31844.94,4,45,35,No,5
EMP00663,IT,Executive,Female,43,9,114986.77,3,62,41,No,4
EMP00664,HR,Developer,Female,45,18,173819.54,3,39,64,No,4
EMP00665,IT,Developer,Female,49,18,76941.83,2,31,36,No,1
EMP00666,Marketing,Developer,Female,53,1,96009.86,1,64,97,No,5
EMP00667,HR,Manager,Male,38,12,44273.56,4,57,71,No,3
EMP00668,Marketing,Analyst,Female,29,12,39661.82,2,59,2,No,1
EMP00669,Sales,Consultant,Female,25,4,171593.25,5,43,90,No,5
EMP00670,IT,Developer,Female,53,2,164264.34,5,61,54,No,3
EMP00671,HR,Executive,Male,53,17,105370.55,2,49,46,No,4
EMP00672,Sales,Consultant,Male,40,24,68270.32,2,40,77,No,5
EMP00673,HR,Consultant,Male,55,14,170372.79,5,31,96,Yes,3
EMP00674,Finance,Consultant,Female,25,29,102867.94,3,63,40,No,5
EMP00675,Marketing,Developer,Female,22,15,85158.68,4,37,33,No,1
EMP00676,IT,Analyst,Female,34,29,172123.76,5,57,62,No,1
EMP00677,Sales,Developer,Female,28,24,84158.76,1,33,94,Yes,1
EMP00678,HR,Executive,Male,27,3,99351.26,1,31,73,No,2
EMP00679,Marketing,Analyst,Male,23,1,147241.76,4,34,86,No,2
EMP00680,IT,Consultant,Female,29,28,162913.54,5,45,80,No,5
EMP00681,HR,Manager,Female,39,9,22979.87,3,61,36,No,4
EMP00682,Sales,Manager,Male,24,23,66305.34,4,54,96,No,1
EMP00683,Marketing,Manager,Female,50,21,36137.42,2,64,34,Yes,3
EMP00684,HR,Consultant,Female,38,22,130508.65,5,67,80,No,1
EMP00685,Sales,Consultant,Female,31,21,113240.59,4,57,68,No,5
EMP00686,IT,Analyst,Male,36,18,173866.87,1,30,69,No,3
EMP00687,HR,Manager,Male,50,11,29653.36,3,52,77,No,5
EMP00688,Sales,Developer,Female,41,13,113760.39,5,65,74,No,1
EMP00689,Sales,Analyst,Male,54,12,96329.03,1,36,0,No,3
EMP00690,HR,Manager,Female,42,4,72681.43,2,66,64,No,5
EMP00691,IT,Consultant,Female,28,12,183970.69,2,50,82,Yes,1
EMP00692,Finance,Developer,Male,30,21,63002.17,5,32,83,No,1
EMP00693,Finance,Analyst,Male,57,2,142372.21,3,36,31,No,1
EMP00694,IT,Analyst,Male,54,16,40927.5,3,36,58,No,5
EMP00695,Marketing,Analyst,Male,30,23,110673.36,1,46,4,No,1
EMP00696,HR,Analyst,Male,49,7,106394.74,3,33,99,No,2
EMP00697,IT,Consultant,Female,23,29,111803.22,1,36,44,No,3
EMP00698,IT,Executive,Female,58,19,98952.84,2,38,90,No,1
EMP00699,Finance,Developer,Male,52,18,147727.2,2,69,25,No,2
EMP00700,Marketing,Developer,Female,42,27,174974.9,1,32,27,No,2
EMP00701,Marketing,Developer,Female,35,14,85400.89,4,68,81,Yes,5
EMP00702,Marketing,Developer,Male,22,17,180555.31,5,31,35,No,1
EMP00703,Sales,Manager,Female,38,10,111090.97,4,57,74,Yes,1
EMP00704,HR,Consultant,Male,59,7,113256.21,5,55,16,No,2
EMP00705,Sales,Analyst,Male,31,26,145775.66,5,60,52,No,1
EMP00706,Sales,Manager,Male,56,15,198801.55,3,55,94,No,4
EMP00707,Sales,Consultant,Male,26,9,178325.98,5,41,33,No,3
EMP00708,Finance,Executive,Female,57,9,191729.42,3,46,51,No,2
EMP00709,Sales,Developer,Male,27,19,150959.3,1,38,35,No,2
EMP00710,Marketing,Consultant,Male,21,11,150074.8,4,50,36,No,4
EMP00711,Finance,Executive,Male,33,24,120554.57,3,35,3,No,2
EMP00712,Marketing,Consultant,Female,37,18,160039.54,3,61,90,Yes,5
EMP00713,Sales,Developer,Male,23,9,194891.36,5,49,99,No,1
EMP00714,HR,Developer,Female,26,25,177661.13,1,62,59,No,3
EMP00715,Finance,Manager,Female,33,27,159813.81,1,39,63,No,2
EMP00716,Marketing,Executive,Female,33,25,51820.7,4,43,6,Yes,2
EMP00717,HR,Analyst,Female,57,15,185490.14,5,69,89,No,4
EMP00718,Finance,Developer,Male,32,25,33836.52,2,47,27,No,5
EMP00719,Finance,Executive,Female,48,0,57014.06,2,69,4,No,2
EMP00720,Marketing,Manager,Female,37,6,92724.64,5,61,95,No,4
EMP00721,Sales,Manager,Male,37,29,27274.84,1,48,11,No,3
EMP00722,IT,Developer,Female,54,11,97503.37,4,40,94,No,1
EMP00723,Finance,Developer,Male,55,15,42224.91,3,38,91,No,2
EMP00724,Marketing,Analyst,Male,58,17,126367.95,2,53,65,No,1
EMP00725,Marketing,Developer,Female,36,16,121547.42,2,39,43,No,4
EMP00726,Sales,Developer,Female,47,27,115665.18,4,42,69,No,2
EMP00727,Finance,Manager,Male,29,19,86676.16,2,39,96,No,4
EMP00728,Finance,Executive,Male,46,9,174585.97,2,40,67,No,3
EMP00729,Marketing,Analyst,Female,26,22,43188.93,1,37,21,No,5
EMP00730,IT,Analyst,Male,40,11,119399.85,1,68,10,No,4
EMP00731,Finance,Executive,Male,49,22,66591.45,1,63,76,Yes,4
EMP00732,Sales,Manager,Female,58,14,105565.04,4,30,48,No,1
EMP00733,Finance,Analyst,Male,53,25,59473.85,2,56,39,Yes,5
EMP00734,Marketing,Consultant,Male,44,7,194163.06,2,65,27,No,5
EMP00735,IT,Manager,Male,48,10,136967.78,4,43,85,No,5
EMP00736,HR,Consultant,Male,54,19,33987.8,4,52,85,No,3
EMP00737,HR,Manager,Female,58,11,182808.89,2,38,27,Yes,3
EMP00738,HR,Analyst,Male,30,15,196325.31,2,39,4,No,5
EMP00739,IT,Consultant,Female,44,8,31813.73,2,46,70,No,1
EMP00740,Finance,Executive,Male,45,27,97263.84,5,38,76,No,1
EMP00741,Finance,Manager,Male,54,28,167437.89,2,55,30,Yes,3
EMP00742,HR,Executive,Female,45,29,44802.25,1,68,66,No,5
EMP00743,Sales,Executive,Female,51,25,90602.42,5,64,27,No,5
EMP00744,Sales,Executive,Female,46,16,126023.99,1,58,53,No,5
EMP00745,HR,Analyst,Female,55,17,51379.91,1,61,82,No,4
EMP00746,Marketing,Manager,Female,31,8,164083.9,2,59,81,No,1
EMP00747,Finance,Analyst,Male,53,17,195523.17,3,30,72,No,3
EMP00748,Marketing,Executive,Female,51,3,173231.78,4,55,7,No,5
EMP00749,HR,Executive,Male,29,2,25156.78,2,37,30,Yes,4
EMP00750,Marketing,Analyst,Male,26,11,77952.6,1,41,41,No,4
EMP00751,Finance,Analyst,Female,46,2,89825.62,2,56,98,No,4
EMP00752,HR,Manager,Male,39,8,105100.22,1,64,37,No,5
EMP00753,Finance,Consultant,Female,32,13,140378.55,3,48,4,No,5
EMP00754,IT,Developer,Female,38,12,165216.35,1,59,57,No,4
EMP00755,Finance,Developer,Male,32,15,43797.35,4,43,5,No,1
EMP00756,HR,Executive,Female,47,0,154756.79,3,55,83,No,4
