Session_ID,Visit_Date,Traffic_Source,Device_Type,Product_Category,Pages_Viewed,Time_Spent_Minutes,Added_To_Cart,Purchase_Made,Order_Value,Customer_Country,Customer_Age
SES000284,2024-03-20,Direct,Mobile,Home,21,14.64,Yes,No,22740.28,India,21
SES000285,2023-07-27,Google,Mobile,Beauty,8,107.35,No,Yes,25883.65,Canada,44
SES000286,2025-10-31,Google,Mobile,Beauty,16,73.92,Yes,No,28233.22,India,26
SES000287,2023-12-09,Google,Mobile,Sports,2,59.68,No,Yes,1928.26,USA,56
SES000288,2023-04-01,Facebook,Tablet,Beauty,5,112.04,No,Yes,26515.7,USA,44
SES000289,2023-02-18,Instagram,Tablet,Sports,4,72.74,No,No,23870.65,Canada,39
SES000290,2024-11-17,YouTube,Mobile,Electronics,8,76.27,Yes,No,26907.16,USA,29
SES000291,2023-04-17,Google,Tablet,Fashion,22,58.55,Yes,No,2240.62,Canada,41
SES000292,2023-06-16,Instagram,Mobile,Home,19,59.61,No,No,8777.14,Canada,49
SES000293,2024-10-21,Facebook,Desktop,Sports,25,34.49,Yes,No,5253.27,India,36
SES000294,2022-06-08,Instagram,Desktop,Beauty,29,32.01,No,No,17670.92,USA,35
SES000295,2023-09-06,Facebook,Mobile,Fashion,27,19.94,No,Yes,9169.34,Bangladesh,24
SES000296,2024-05-30,YouTube,Tablet,Electronics,1,5.0,Yes,No,17824.5,USA,48
SES000297,2023-07-31,YouTube,Mobile,Electronics,14,6.33,Yes,No,16343.54,USA,42
SES000298,2025-01-04,Direct,Tablet,Electronics,16,78.09,Yes,Yes,7407.78,India,57
SES000299,2023-10-05,YouTube,Desktop,Electronics,18,7.17,No,No,20155.29,Canada,19
SES000300,2022-02-27,Google,Tablet,Beauty,20,93.56,Yes,Yes,9332.18,USA,34
SES000301,2023-02-01,Facebook,Mobile,Sports,22,27.68,Yes,Yes,14455.42,USA,21
SES000302,2024-02-27,Facebook,Desktop,Home,17,61.47,Yes,Yes,10789.58,Germany,33
SES000303,2025-04-19,Direct,Desktop,Electronics,27,28.4,No,No,23144.6,Bangladesh,39
SES000304,2022-06-07,Facebook,Tablet,Beauty,22,32.65,No,Yes,21543.12,Canada,42
SES000305,2023-06-13,Instagram,Desktop,Fashion,14,87.26,Yes,Yes,6366.7,Bangladesh,36
SES000306,2025-03-17,Direct,Tablet,Fashion,19,45.36,No,No,7957.5,India,59
SES000307,2022-03-24,Instagram,Mobile,Fashion,10,105.06,No,No,12961.36,Canada,56
SES000308,2024-05-25,Google,Mobile,Fashion,12,59.54,Yes,Yes,17833.84,Bangladesh,25
SES000309,2024-08-18,Google,Tablet,Sports,27,35.39,No,No,3979.03,India,55
SES000310,2024-04-02,Google,Mobile,Electronics,11,87.37,Yes,No,276.36,USA,34
SES000311,2022-10-10,Google,Mobile,Fashion,10,108.69,No,No,22705.04,USA,53
SES000312,2023-04-18,Direct,Mobile,Electronics,2,60.79,No,Yes,6990.74,Germany,37
SES000313,2024-05-22,Instagram,Mobile,Sports,13,66.08,Yes,No,2213.92,India,51
SES000314,2024-06-15,Instagram,Desktop,Sports,10,31.01,Yes,No,14225.19,India,42
SES000315,2022-09-06,YouTube,Desktop,Home,27,5.74,Yes,No,25487.68,Germany,62
SES000316,2024-11-14,Instagram,Desktop,Electronics,21,42.35,Yes,No,7662.18,USA,23
SES000317,2024-04-10,Instagram,Mobile,Home,21,10.71,Yes,Yes,22646.29,Bangladesh,42
SES000318,2024-05-05,Google,Tablet,Fashion,12,89.33,No,No,7579.06,Canada,64
SES000319,2022-01-07,Google,Tablet,Fashion,20,40.23,Yes,No,4380.29,Germany,64
SES000320,2022-01-20,Facebook,Desktop,Home,10,110.11,Yes,No,26805.39,USA,62
SES000321,2024-12-15,Instagram,Mobile,Fashion,6,40.27,No,No,27147.82,Germany,54
SES000322,2022-12-01,Google,Desktop,Electronics,20,98.37,No,Yes,19341.51,USA,19
SES000323,2022-04-05,Direct,Mobile,Beauty,10,62.43,Yes,No,21718.69,Germany,31
SES000324,2025-03-02,Facebook,Tablet,Sports,19,118.28,Yes,No,15876.08,USA,39
SES000325,2023-05-26,Instagram,Desktop,Beauty,18,16.54,Yes,No,18965.25,Germany,59
SES000326,2022-03-17,YouTube,Tablet,Sports,22,52.79,No,No,28920.8,Germany,20
SES000327,2025-06-08,Direct,Tablet,Electronics,12,86.08,Yes,No,4697.04,Bangladesh,48
SES000328,2022-04-16,YouTube,Mobile,Beauty,25,74.75,Yes,No,15040.62,USA,20
SES000329,2025-10-27,Direct,Desktop,Home,25,103.43,No,No,14948.79,Canada,49
SES000330,2023-09-27,Facebook,Mobile,Sports,25,40.24,No,No,23634.9,USA,50
SES000331,2024-11-22,Direct,Mobile,Electronics,24,17.45,Yes,Yes,8989.89,Germany,46
SES000332,2022-07-15,Google,Desktop,Sports,19,16.1,No,No,27796.02,USA,62
SES000333,2024-06-26,Direct,Mobile,Home,3,73.44,Yes,No,7272.63,Germany,42
SES000334,2025-10-11,Google,Mobile,Home,13,90.34,Yes,No,7673.35,USA,64
SES000335,2022-12-04,Google,Tablet,Electronics,2,75.2,Yes,Yes,13401.65,USA,45
SES000336,2022-10-17,Direct,Mobile,Home,27,105.67,Yes,No,11073.76,India,64
SES000337,2022-12-22,Instagram,Desktop,Beauty,13,95.65,No,No,26445.77,Canada,37
SES000338,2024-11-09,Instagram,Mobile,Fashion,16,105.65,No,Yes,8676.56,Canada,22
SES000339,2024-11-07,Direct,Mobile,Beauty,8,24.65,Yes,No,21101.01,Bangladesh,58
SES000340,2025-10-11,Facebook,Desktop,Home,20,54.67,No,No,28603.04,Bangladesh,24
SES000341,2022-05-29,Instagram,Tablet,Beauty,23,52.63,No,No,25044.85,USA,45
SES000342,2022-07-14,Direct,Tablet,Beauty,14,40.91,No,No,14683.26,USA,37
SES000343,2024-02-09,Facebook,Tablet,Fashion,9,70.12,Yes,No,25236.38,USA,44
SES000344,2023-10-21,Instagram,Tablet,Home,22,92.03,No,No,29230.05,India,32
SES000345,2023-02-04,YouTube,Mobile,Electronics,15,5.57,No,No,5295.25,India,29
SES000346,2024-09-17,Google,Mobile,Fashion,7,46.85,Yes,No,178.28,Bangladesh,21
SES000347,2025-06-27,YouTube,Mobile,Electronics,21,6.79,Yes,No,9256.41,Bangladesh,58
SES000348,2025-01-08,Direct,Desktop,Sports,29,78.32,Yes,Yes,2077.1,USA,55
SES000349,2022-01-03,YouTube,Desktop,Sports,21,47.35,No,No,22381.32,India,62
SES000350,2023-12-05,YouTube,Desktop,Fashion,23,27.94,No,No,18886.25,Bangladesh,33
SES000351,2023-10-22,Direct,Mobile,Electronics,18,101.02,Yes,No,29664.54,Bangladesh,20
SES000352,2022-03-06,Instagram,Mobile,Electronics,7,69.46,No,Yes,8297.74,Germany,31
SES000353,2022-03-31,Google,Desktop,Sports,6,112.63,Yes,No,14622.65,USA,18
SES000354,2025-07-05,Google,Mobile,Fashion,4,54.52,Yes,Yes,6039.98,USA,23
SES000355,2022-06-12,Google,Desktop,Beauty,21,101.87,Yes,Yes,7843.82,Canada,32
SES000356,2023-08-07,Google,Desktop,Electronics,8,28.97,Yes,No,19678.21,Canada,34
SES000357,2023-05-18,Instagram,Tablet,Home,17,115.6,No,No,18035.03,Germany,19
SES000358,2025-06-16,YouTube,Tablet,Electronics,26,16.76,No,No,28194.46,Germany,18
SES000359,2024-11-22,Instagram,Tablet,Electronics,5,103.65,Yes,Yes,26255.05,Germany,54
SES000360,2025-11-11,Direct,Desktop,Home,23,39.32,No,No,8985.19,Germany,42
SES000361,2024-06-07,Instagram,Tablet,Electronics,12,81.5,No,No,22084.15,USA,23
SES000362,2022-08-21,Instagram,Tablet,Fashion,9,3.22,Yes,No,24843.0,Bangladesh,61
SES000363,2022-03-22,Direct,Mobile,Sports,29,116.29,No,Yes,22472.2,Canada,37
SES000364,2025-06-14,Google,Mobile,Sports,6,47.88,No,No,13814.5,India,52
SES000365,2023-08-20,Instagram,Mobile,Home,22,85.07,No,Yes,19052.36,USA,40
SES000366,2023-06-16,YouTube,Mobile,Fashion,3,19.79,Yes,No,2701.03,Germany,28
SES000367,2024-10-22,Facebook,Mobile,Fashion,26,42.43,No,No,10084.25,India,29
SES000368,2025-03-10,Google,Tablet,Fashion,13,53.91,No,No,14676.31,Canada,43
SES000369,2024-07-05,Facebook,Desktop,Beauty,16,98.53,Yes,No,24235.26,Canada,54
SES000370,2023-10-26,Direct,Mobile,Sports,9,11.44,No,No,6451.08,Germany,38
SES000371,2023-03-02,Instagram,Mobile,Fashion,6,28.09,No,Yes,23812.36,USA,42
SES000372,2024-01-05,Instagram,Mobile,Electronics,2,21.01,Yes,Yes,13823.9,Bangladesh,33
SES000373,2025-12-19,Facebook,Tablet,Beauty,25,95.72,Yes,No,28179.83,Germany,58
SES000374,2023-07-14,Facebook,Mobile,Beauty,7,104.33,No,No,13383.32,India,31
SES000375,2023-12-30,Direct,Desktop,Sports,14,70.42,No,No,13653.48,USA,64
SES000376,2025-12-21,Google,Tablet,Sports,16,81.35,Yes,Yes,17661.32,India,19
SES000377,2023-10-19,YouTube,Desktop,Electronics,11,99.98,No,Yes,3700.22,Germany,47
SES000378,2024-02-27,Instagram,Desktop,Fashion,25,111.68,Yes,No,12464.31,India,46
SES000379,2023-12-28,Instagram,Tablet,Beauty,26,75.57,Yes,No,22294.02,Germany,22
SES000380,2024-05-18,Instagram,Tablet,Sports,1,8.81,Yes,No,21266.38,Germany,21
SES000381,2025-07-31,Facebook,Mobile,Fashion,17,58.06,Yes,No,25151.95,Canada,58
SES000382,2022-11-26,Direct,Desktop,Fashion,4,54.5,No,No,8008.35,Canada,40
SES000383,2023-02-22,Google,Tablet,Sports,7,109.62,Yes,Yes,28098.56,Canada,33
SES000384,2022-10-31,YouTube,Mobile,Beauty,27,36.53,Yes,No,27921.05,USA,27
SES000385,2022-10-26,YouTube,Tablet,Electronics,1,107.75,Yes,No,12933.1,Bangladesh,40
SES000386,2022-01-04,Facebook,Tablet,Electronics,3,16.5,Yes,No,6438.35,Germany,19
SES000387,2024-03-03,YouTube,Mobile,Sports,6,45.18,No,Yes,24289.76,USA,20
SES000388,2025-05-16,Google,Mobile,Sports,5,117.17,Yes,No,15005.79,Canada,43
SES000389,2022-03-23,Instagram,Mobile,Electronics,27,32.31,No,No,10556.66,Germany,43
SES000390,2023-09-25,Instagram,Desktop,Fashion,3,53.03,Yes,Yes,539.03,Bangladesh,32
SES000391,2024-03-22,Google,Mobile,Home,25,80.45,No,No,22774.64,Bangladesh,34
SES000392,2024-11-26,Instagram,Desktop,Electronics,7,97.58,Yes,Yes,1022.64,USA,59
SES000393,2022-04-12,Direct,Mobile,Beauty,18,36.26,No,No,4765.23,Germany,51
SES000394,2025-02-12,Instagram,Mobile,Home,13,8.68,Yes,Yes,10186.16,USA,21
SES000395,2024-10-28,Google,Mobile,Beauty,19,2.05,No,Yes,22998.18,Bangladesh,18
SES000396,2024-10-11,YouTube,Tablet,Beauty,25,62.16,Yes,No,17615.76,Germany,29
SES000397,2024-11-25,Facebook,Mobile,Electronics,20,75.46,Yes,Yes,12083.92,Germany,19
SES000398,2024-12-28,Direct,Mobile,Beauty,29,43.91,No,No,14678.68,USA,22
SES000399,2022-07-13,Google,Mobile,Home,18,45.22,Yes,Yes,7193.27,Canada,54
SES000400,2024-06-15,Facebook,Tablet,Beauty,10,38.39,No,Yes,1199.71,India,48
SES000401,2023-10-30,Facebook,Desktop,Fashion,20,97.43,Yes,No,20699.17,Bangladesh,59
SES000402,2024-02-15,YouTube,Tablet,Beauty,24,31.4,No,Yes,8952.54,India,32
SES000403,2025-08-01,Facebook,Desktop,Beauty,29,69.19,Yes,No,28756.14,USA,60
SES000404,2023-03-10,YouTube,Mobile,Beauty,11,84.97,No,Yes,10688.25,Canada,63
SES000405,2023-06-06,Facebook,Tablet,Electronics,3,74.51,Yes,Yes,10581.04,Germany,63
SES000406,2025-07-08,Instagram,Mobile,Home,27,25.42,No,No,17231.41,USA,57
SES000407,2023-06-27,Google,Tablet,Electronics,13,26.64,No,Yes,19019.46,Bangladesh,21
SES000408,2022-08-19,Instagram,Desktop,Beauty,5,88.58,Yes,No,27386.02,USA,56
SES000409,2022-04-19,Direct,Mobile,Sports,7,22.29,Yes,Yes,28548.41,Germany,59
SES000410,2022-05-15,YouTube,Desktop,Sports,7,80.5,Yes,Yes,5120.26,Bangladesh,46
SES000411,2024-02-13,Instagram,Mobile,Electronics,28,43.62,Yes,No,28360.64,Germany,48
SES000412,2023-09-15,Facebook,Mobile,Beauty,11,72.91,No,No,29861.42,Germany,51
SES000413,2023-01-22,Direct,Tablet,Home,23,15.77,No,No,28732.94,Bangladesh,52
SES000414,2024-01-01,YouTube,Mobile,Fashion,10,87.64,No,No,1538.02,India,44
SES000415,2024-05-09,Direct,Tablet,Sports,2,107.24,Yes,Yes,27758.66,Bangladesh,36
SES000416,2024-09-25,Google,Tablet,Fashion,29,102.61,Yes,No,19101.77,USA,23
SES000417,2023-08-07,Instagram,Desktop,Fashion,15,10.26,No,Yes,12724.85,Canada,36
SES000418,2023-08-24,Facebook,Mobile,Fashion,5,108.73,Yes,No,25194.64,Bangladesh,40
SES000419,2022-11-01,Facebook,Desktop,Home,5,91.25,No,No,1714.45,India,61
SES000420,2024-04-15,Google,Desktop,Electronics,14,34.23,Yes,No,25763.73,USA,25
SES000421,2024-06-05,Instagram,Tablet,Beauty,1,64.8,No,No,4417.05,India,26
SES000422,2022-07-16,YouTube,Tablet,Fashion,14,36.13,No,Yes,1741.09,USA,38
SES000423,2024-02-03,YouTube,Tablet,Electronics,25,89.75,No,Yes,1611.7,Bangladesh,60
SES000424,2024-02-12,Facebook,Desktop,Beauty,4,49.47,Yes,Yes,26981.7,India,53
SES000425,2024-05-01,YouTube,Tablet,Electronics,5,94.22,Yes,No,28262.12,India,28
SES000426,2025-07-26,Direct,Tablet,Electronics,6,92.83,No,No,24813.41,Germany,32
SES000427,2022-09-11,Google,Tablet,Sports,3,89.3,Yes,No,22327.63,India,19
SES000428,2025-05-30,YouTube,Mobile,Electronics,21,77.12,Yes,No,2564.89,USA,23
SES000429,2023-09-03,Instagram,Tablet,Electronics,14,80.66,No,Yes,24108.08,USA,45
SES000430,2023-06-15,Facebook,Tablet,Sports,5,11.64,Yes,No,23739.3,Canada,40
SES000431,2022-12-17,Direct,Desktop,Home,21,111.5,No,No,9915.91,India,36
SES000432,2022-08-04,Direct,Mobile,Fashion,3,77.18,Yes,No,16312.7,Canada,61
SES000433,2023-12-11,Facebook,Desktop,Sports,17,62.55,No,Yes,17701.06,India,48
SES000434,2022-04-12,Google,Tablet,Sports,28,98.85,No,No,10346.02,Canada,53
SES000435,2024-09-24,Google,Mobile,Beauty,23,58.06,Yes,No,25907.84,India,35
SES000436,2023-06-01,Facebook,Tablet,Sports,16,108.1,No,No,8543.98,India,39
SES000437,2022-11-03,Google,Tablet,Sports,24,21.63,Yes,No,7574.34,Canada,51
SES000438,2023-06-15,Instagram,Desktop,Home,2,6.74,Yes,No,6562.18,Canada,49
SES000439,2025-11-25,YouTube,Tablet,Home,17,40.75,Yes,No,14327.09,Germany,60
SES000440,2024-03-23,Google,Tablet,Beauty,5,119.59,Yes,Yes,21518.73,USA,43
SES000441,2024-05-13,Google,Mobile,Fashion,19,96.22,Yes,Yes,16845.94,Canada,20
SES000442,2023-04-01,Google,Tablet,Beauty,14,88.87,No,No,25806.81,Bangladesh,32
SES000443,2024-04-27,YouTube,Mobile,Home,15,96.33,Yes,No,1321.45,USA,33
SES000444,2025-02-06,Google,Mobile,Fashion,7,75.68,Yes,Yes,10987.5,USA,64
SES000445,2024-09-15,Facebook,Tablet,Fashion,27,42.81,Yes,No,28614.05,India,25
SES000446,2025-04-26,Google,Mobile,Home,11,74.56,No,Yes,14052.09,Canada,59
SES000447,2024-01-05,Direct,Mobile,Home,17,96.84,No,Yes,13403.37,Canada,59
SES000448,2023-07-11,Instagram,Desktop,Beauty,12,23.6,No,No,25936.26,USA,54
SES000449,2025-11-14,Instagram,Tablet,Beauty,14,35.46,No,Yes,2629.22,Germany,59
SES000450,2022-08-31,Instagram,Mobile,Home,24,80.0,No,No,16844.73,Bangladesh,18
SES000451,2022-12-09,Facebook,Mobile,Home,26,24.39,Yes,Yes,28791.11,India,34
SES000452,2025-11-10,YouTube,Desktop,Home,5,70.25,Yes,No,1688.97,Canada,42
SES000453,2022-04-18,Direct,Desktop,Sports,13,75.3,Yes,Yes,16863.56,Bangladesh,44
SES000454,2023-04-15,YouTube,Desktop,Beauty,28,58.4,Yes,Yes,28114.1,India,18
SES000455,2023-11-19,Facebook,Desktop,Home,8,89.72,Yes,No,12555.97,USA,18
SES000456,2023-12-10,Facebook,Desktop,Fashion,19,31.45,Yes,No,23374.89,Bangladesh,41
SES000457,2025-03-06,Instagram,Tablet,Fashion,9,52.17,Yes,No,7663.72,India,20
SES000458,2024-12-08,YouTube,Desktop,Fashion,3,8.86,No,No,6581.07,Canada,25
SES000459,2023-06-29,Facebook,Mobile,Home,28,58.61,No,Yes,6238.7,Germany,47
SES000460,2022-09-01,Facebook,Desktop,Beauty,13,18.16,No,No,5480.07,USA,48
SES000461,2025-10-30,Direct,Tablet,Electronics,10,9.72,No,Yes,16971.04,Bangladesh,54
SES000462,2024-09-27,Google,Mobile,Beauty,21,1.41,No,Yes,10809.96,Germany,22
SES000463,2023-01-24,Direct,Mobile,Beauty,26,104.72,No,No,8448.99,USA,54
SES000464,2025-08-20,Instagram,Tablet,Electronics,9,58.37,Yes,Yes,26730.9,Bangladesh,36
SES000465,2022-02-23,YouTube,Tablet,Home,6,51.97,No,Yes,10960.69,Canada,26
SES000466,2023-01-13,Direct,Desktop,Electronics,19,78.46,Yes,Yes,4159.57,Germany,25
SES000467,2025-05-09,Google,Mobile,Sports,12,27.77,No,Yes,8502.07,USA,38
SES000468,2025-07-19,Facebook,Tablet,Beauty,20,65.71,Yes,No,8293.6,Bangladesh,45
SES000469,2025-04-05,Google,Desktop,Sports,13,41.2,No,No,22736.61,India,54
SES000470,2025-03-19,Instagram,Desktop,Electronics,2,28.0,No,No,16787.53,India,18
SES000471,2022-07-05,Facebook,Tablet,Fashion,23,91.05,Yes,No,24104.95,Canada,63
SES000472,2022-05-12,Instagram,Desktop,Electronics,22,22.94,No,No,27337.87,Germany,39
SES000473,2025-02-09,YouTube,Tablet,Beauty,10,29.16,Yes,No,7688.17,Canada,46
SES000474,2025-04-08,YouTube,Desktop,Fashion,14,33.98,Yes,No,2477.62,India,23
SES000475,2023-03-13,Direct,Desktop,Fashion,27,50.41,Yes,Yes,7523.38,Germany,52
SES000476,2025-08-26,Direct,Tablet,Beauty,12,22.27,No,Yes,28170.4,USA,43
SES000477,2024-01-05,Direct,Tablet,Electronics,3,64.68,Yes,Yes,22384.21,USA,36
SES000478,2023-04-28,YouTube,Tablet,Beauty,20,11.58,No,Yes,21370.17,USA,34
SES000479,2024-09-15,Instagram,Desktop,Home,14,79.86,No,Yes,9231.58,Canada,45
SES000480,2022-10-29,Direct,Tablet,Home,6,36.97,No,No,21098.58,Bangladesh,59
SES000481,2024-02-24,Google,Mobile,Sports,26,80.25,Yes,No,10652.22,Bangladesh,44
SES000482,2025-02-11,YouTube,Desktop,Beauty,19,118.12,Yes,No,23203.64,Canada,39
SES000483,2025-12-16,Facebook,Mobile,Sports,2,79.78,No,Yes,22408.96,India,40
SES000484,2025-06-04,Facebook,Mobile,Sports,8,74.9,Yes,Yes,10575.04,USA,24
SES000485,2023-01-14,Facebook,Tablet,Fashion,24,6.15,No,No,5875.05,Germany,52
SES000486,2024-10-31,YouTube,Desktop,Sports,17,114.07,No,No,8109.62,Germany,64
SES000487,2024-10-07,Facebook,Desktop,Electronics,2,41.83,Yes,No,19415.52,Bangladesh,34
SES000488,2025-08-26,Facebook,Mobile,Home,6,9.54,No,Yes,583.73,Bangladesh,59
SES000489,2025-03-12,Facebook,Mobile,Home,23,19.88,No,No,19653.55,India,22
SES000490,2022-01-16,Direct,Desktop,Electronics,29,88.6,No,No,26758.44,India,37
SES000491,2024-06-25,YouTube,Mobile,Electronics,28,99.34,Yes,No,29624.27,India,20
SES000492,2023-07-08,Google,Desktop,Electronics,22,112.96,Yes,No,14419.71,Germany,26
SES000493,2022-10-12,Google,Tablet,Sports,7,33.55,No,Yes,26793.46,Germany,24
SES000494,2024-02-24,YouTube,Desktop,Electronics,1,112.11,Yes,Yes,20934.36,Bangladesh,48
SES000495,2022-05-02,Direct,Tablet,Sports,29,59.23,Yes,Yes,12839.74,India,39
SES000496,2022-05-19,Google,Tablet,Home,28,88.89,No,Yes,18225.75,Germany,38
SES000497,2024-04-26,Google,Desktop,Home,27,47.02,Yes,Yes,15020.39,USA,56
SES000498,2024-05-25,Google,Desktop,Sports,1,50.97,No,No,9403.9,USA,31
SES000499,2022-09-22,Google,Desktop,Home,6,112.94,No,No,2326.87,Bangladesh,63
SES000500,2023-05-04,Instagram,Mobile,Fashion,19,19.13,No,No,1014.64,Bangladesh,59
SES000501,2024-08-02,Direct,Tablet,Home,18,94.69,No,Yes,22989.06,Canada,55
SES000502,2022-10-30,YouTube,Desktop,Sports,11,83.87,No,No,23508.06,India,58
SES000503,2024-03-25,Google,Mobile,Fashion,14,3.69,No,No,17594.57,USA,32
SES000504,2025-08-16,Facebook,Desktop,Electronics,28,58.31,No,Yes,29891.49,Germany,26
SES000505,2023-01-18,YouTube,Mobile,Electronics,20,61.71,Yes,No,17616.71,India,45
SES000506,2022-11-04,YouTube,Tablet,Sports,20,115.22,No,No,28721.83,Canada,56
SES000507,2025-10-03,Direct,Mobile,Fashion,6,95.85,Yes,Yes,10731.16,USA,43
SES000508,2025-08-23,Instagram,Desktop,Sports,22,76.57,Yes,Yes,14108.92,Bangladesh,48
SES000509,2024-04-25,Google,Tablet,Home,25,73.15,No,No,27467.03,Germany,21
SES000510,2023-10-07,YouTube,Mobile,Sports,24,75.19,Yes,No,13900.32,India,39
SES000511,2022-01-04,Google,Tablet,Sports,24,7.15,Yes,Yes,7655.77,India,33
SES000512,2023-12-27,Google,Desktop,Sports,20,37.93,Yes,Yes,9073.88,USA,61
SES000513,2025-11-07,Direct,Tablet,Fashion,12,116.27,Yes,Yes,9772.24,Germany,55
SES000514,2023-08-27,Direct,Tablet,Electronics,9,4.72,Yes,No,23919.72,India,29
SES000515,2025-06-03,YouTube,Tablet,Sports,11,73.69,Yes,Yes,21822.12,USA,58
SES000516,2023-12-18,Instagram,Mobile,Sports,21,60.71,Yes,No,26813.65,Bangladesh,54
SES000517,2024-04-17,Facebook,Tablet,Fashion,19,22.41,No,No,12246.29,Germany,35
SES000518,2022-11-21,Instagram,Tablet,Home,17,48.86,Yes,No,23056.56,India,45
SES000519,2022-01-03,Instagram,Tablet,Fashion,24,58.36,No,Yes,23721.24,Bangladesh,24
SES000520,2022-04-16,Direct,Mobile,Beauty,12,66.95,No,No,27489.62,Bangladesh,58
SES000521,2024-05-06,Google,Mobile,Home,22,59.62,No,No,22237.11,India,19
SES000522,2022-10-29,Instagram,Mobile,Home,10,106.73,Yes,Yes,25455.55,USA,36
SES000523,2024-08-31,Instagram,Tablet,Beauty,6,76.81,No,Yes,7813.79,India,28
SES000524,2023-07-21,Instagram,Tablet,Sports,15,47.36,No,Yes,16361.19,India,22
SES000525,2024-07-15,Google,Tablet,Sports,25,56.3,No,No,4285.55,Canada,27
SES000526,2024-01-18,Direct,Tablet,Electronics,12,66.94,Yes,No,27199.51,Canada,49
SES000527,2022-02-25,YouTube,Tablet,Electronics,6,46.95,Yes,No,23260.24,Canada,37
SES000528,2023-07-11,Google,Tablet,Electronics,13,78.05,Yes,No,12899.98,Germany,22
SES000529,2024-02-18,YouTube,Tablet,Beauty,11,106.02,No,No,19815.76,Canada,27
SES000530,2023-01-29,Instagram,Desktop,Beauty,6,36.03,No,Yes,21601.33,Bangladesh,48
SES000531,2022-06-20,Direct,Mobile,Beauty,15,12.75,Yes,No,941.66,India,18
SES000532,2024-01-17,Direct,Tablet,Sports,8,7.91,Yes,Yes,4979.19,Bangladesh,22
SES000533,2025-04-01,Facebook,Desktop,Fashion,20,4.25,Yes,No,27194.34,Canada,48
SES000534,2022-08-07,Instagram,Mobile,Sports,8,64.7,Yes,No,27268.63,India,53
SES000535,2025-10-20,YouTube,Tablet,Beauty,17,45.5,No,No,17529.32,Germany,26
SES000536,2023-03-01,Instagram,Tablet,Fashion,19,69.55,Yes,Yes,27517.65,USA,49
SES000537,2023-06-23,Google,Desktop,Sports,19,53.36,No,No,7346.41,Bangladesh,38
SES000538,2025-12-05,YouTube,Mobile,Home,7,2.3,No,No,1465.81,India,21
SES000539,2022-11-15,Facebook,Tablet,Home,1,26.27,Yes,Yes,28263.17,Bangladesh,30
SES000540,2023-06-14,YouTube,Tablet,Fashion,13,94.8,No,No,8906.24,USA,49
SES000541,2022-02-24,Direct,Tablet,Sports,11,7.8,No,No,21582.93,Canada,45
SES000542,2025-06-02,Direct,Mobile,Fashion,8,13.72,No,Yes,16172.45,India,25
SES000543,2023-04-03,Facebook,Desktop,Home,6,37.06,No,No,9110.09,India,48
SES000544,2023-11-22,Instagram,Mobile,Sports,22,112.37,Yes,Yes,9401.47,USA,55
SES000545,2022-04-12,Google,Desktop,Home,5,76.85,No,No,23867.55,India,47
SES000546,2024-12-15,Google,Tablet,Electronics,28,41.74,Yes,No,29118.84,India,33
SES000547,2023-03-15,YouTube,Mobile,Fashion,12,85.61,Yes,Yes,20613.81,India,56
SES000548,2022-06-09,Direct,Mobile,Home,27,93.26,Yes,Yes,22449.62,USA,25
SES000549,2024-01-06,Google,Mobile,Fashion,13,79.83,Yes,Yes,19125.12,Germany,47
SES000550,2024-04-03,Instagram,Desktop,Sports,4,32.27,Yes,Yes,5164.92,Germany,46
SES000551,2023-11-20,Google,Mobile,Sports,16,39.56,Yes,Yes,26650.72,Germany,41
SES000552,2023-11-05,Google,Desktop,Home,11,88.45,No,Yes,13743.85,Canada,60
SES000553,2024-05-03,YouTube,Mobile,Electronics,13,62.3,Yes,No,16446.29,Canada,30
SES000554,2023-07-09,YouTube,Mobile,Electronics,16,60.36,Yes,No,23369.23,India,31
SES000555,2022-06-27,Direct,Desktop,Fashion,27,3.35,No,No,9810.25,USA,43
SES000556,2024-02-07,Google,Tablet,Sports,13,86.6,Yes,No,7204.58,Canada,39
SES000557,2022-01-30,Instagram,Desktop,Sports,26,111.84,No,No,6580.09,India,63
SES000558,2023-10-28,Instagram,Desktop,Sports,22,94.66,No,No,2445.43,Germany,60
SES000559,2022-02-25,Google,Desktop,Electronics,23,17.99,Yes,No,8853.97,Bangladesh,64
SES000560,2023-02-02,Direct,Tablet,Electronics,15,77.1,No,Yes,22172.07,Germany,38
SES000561,2025-11-22,Direct,Tablet,Sports,1,78.1,Yes,No,5053.41,India,49
SES000562,2022-11-10,Direct,Mobile,Fashion,29,19.77,No,No,3003.06,India,57
SES000563,2023-10-12,Direct,Tablet,Electronics,1,40.64,No,Yes,13363.25,USA,24
SES000564,2024-05-14,Facebook,Desktop,Home,28,102.23,Yes,No,4707.42,Germany,39
SES000565,2023-01-20,Facebook,Mobile,Sports,26,15.79,No,No,24864.91,Canada,51
SES000566,2024-02-08,Facebook,Mobile,Sports,4,106.89,No,Yes,12691.17,India,42
SES000567,2024-06-05,Google,Mobile,Fashion,19,63.53,No,No,2164.21,USA,44
SES000568,2023-02-07,Instagram,Desktop,Electronics,14,33.03,Yes,No,11422.8,Bangladesh,31
SES000569,2022-02-15,Google,Tablet,Beauty,28,58.38,Yes,No,25722.7,USA,47
SES000570,2024-07-25,Google,Desktop,Fashion,3,95.91,No,No,133.05,Bangladesh,60
